"","partitioning","price","rooms_count","useful_surface","built_surface","bathrooms_count","price_range"
"3586","decomandat",141000,2,79,96,2,"mediu"
"3587","semidecomandat",135500,3,97,97,2,"mediu"
"3588","semidecomandat",76900,3,79,89,1,"mediu"
"3589","decomandat",139000,4,118,128,2,"mediu"
"3590","decomandat",163300,3,83,113,2,"mare"
"3591","decomandat",125000,4,98,111,3,"mediu"
"3593","nedecomandat",160000,3,81,87,2,"mare"
"3595","semidecomandat",79900,2,65,65,1,"mediu"
"3596","semidecomandat",68500,2,53,57,1,"mediu"
"3597","decomandat",82000,3,72,75,2,"mediu"
"3598","decomandat",95000,3,64,66,1,"mediu"
"3599","decomandat",62000,1,39,45,1,"mic"
"3600","",106128,1,43,61,1,"mediu"
"3601","decomandat",74000,2,57,68,1,"mediu"
"3602","semidecomandat",83000,2,50,69,1,"mediu"
"3603","decomandat",225000,4,105,116,1,"mare"
"3605","decomandat",110000,2,88,106,2,"mediu"
"3606","decomandat",77000,2,50,58,1,"mediu"
"3607","decomandat",94500,2,64,70,1,"mediu"
"3609","semidecomandat",70000,2,50,54,1,"mediu"
"3610","decomandat",290000,4,163,180,2,"mare"
"3611","decomandat",39100,1,29,36,1,"mic"
"3612","semidecomandat",69000,3,63,72,1,"mediu"
"3613","decomandat",79800,3,63,66,2,"mediu"
"3614","decomandat",71000,3,65,67,1,"mediu"
"3615","semidecomandat",47000,1,31,31,1,"mic"
"3616","decomandat",230000,3,115,132,2,"mare"
"3617","decomandat",155000,4,98,98,2,"mare"
"3618","decomandat",47619,2,57,69,1,"mic"
"3619","decomandat",124900,2,60,65,1,"mediu"
"3620","decomandat",60900,2,58,62,1,"mic"
"3621","decomandat",139000,3,72,82,1,"mediu"
"3622","decomandat",69200,1,36,50,1,"mediu"
"3623","semidecomandat",45000,1,40,47,1,"mic"
"3624","decomandat",71000,3,67,67,1,"mediu"
"3625","",152000,3,82,89,2,"mare"
"3626","decomandat",70705,1,36,50,1,"mediu"
"3628","decomandat",105000,2,55,66,1,"mediu"
"3629","decomandat",48000,1,40,50,1,"mic"
"3630","decomandat",175000,3,90,110,2,"mare"
"3631","decomandat",145000,3,77,110,2,"mare"
"3632","decomandat",240000,3,79,96,2,"mare"
"3633","decomandat",128500,2,64,70,1,"mediu"
"3636","decomandat",36000,1,32,32,1,"mic"
"3637","",105000,2,54,59,1,"mediu"
"3638","decomandat",65500,3,57,62,1,"mediu"
"3639","decomandat",65900,2,62,85,1,"mediu"
"3640","semidecomandat",130000,2,50,54,1,"mediu"
"3642","decomandat",54500,2,66,75,1,"mic"
"3643","semidecomandat",54990,1,32,40,1,"mic"
"3644","",220000,3,92,130,1,"mare"
"3645","decomandat",49000,1,28,34,1,"mic"
"3646","semidecomandat",89000,3,95,115,1,"mediu"
"3647","decomandat",580000,4,150,181,2,"mare"
"3648","decomandat",64785,2,61,66,1,"mic"
"3649","decomandat",424600,3,112,176,3,"mare"
"3650","semidecomandat",29800,2,54,54,1,"mic"
"3651","decomandat",95514,2,66,74,1,"mediu"
"3652","semidecomandat",69000,2,52,65,1,"mediu"
"3653","",489000,4,134,165,3,"mare"
"3654","semidecomandat",85000,3,60,70,1,"mediu"
"3655","decomandat",105000,3,68,77,1,"mediu"
"3657","semidecomandat",150000,4,130,260,3,"mare"
"3658","decomandat",149000,4,108,160,2,"mare"
"3662","decomandat",90500,3,105,122,2,"mediu"
"3663","semidecomandat",178900,3,93,110,2,"mare"
"3664","decomandat",115000,3,82,99,2,"mediu"
"3665","semidecomandat",76900,3,68,68,1,"mediu"
"3666","decomandat",94000,2,59,75,1,"mediu"
"3667","decomandat",68000,2,64,68,1,"mediu"
"3668","decomandat",59500,2,53,63,1,"mic"
"3669","decomandat",64500,2,55,77,1,"mic"
"3670","decomandat",93500,3,71,94,2,"mediu"
"3671","decomandat",72500,2,80,95,1,"mediu"
"3674","decomandat",87257,2,61,68,1,"mediu"
"3675","decomandat",31500,1,39,47,1,"mic"
"3677","decomandat",53200,2,58,65,1,"mic"
"3678","decomandat",143000,3,80,100,2,"mare"
"3679","decomandat",525500,4,164,225,3,"mare"
"3681","",450000,5,150,161,3,"mare"
"3682","decomandat",82000,3,66,73,2,"mediu"
"3683","decomandat",669800,5,224,266,4,"mare"
"3684","semidecomandat",92000,2,85,100,1,"mediu"
"3685","decomandat",89500,3,74,85,1,"mediu"
"3686","semidecomandat",73000,2,51,60,1,"mediu"
"3688","decomandat",95000,2,100,142,2,"mediu"
"3689","decomandat",77000,2,53,64,1,"mediu"
"3690","decomandat",139500,3,88,90,1,"mediu"
"3692","decomandat",71500,2,54,58,1,"mediu"
"3693","decomandat",82000,3,81,90,2,"mediu"
"3695","semidecomandat",122958,3,71,98,2,"mediu"
"3696","decomandat",71900,3,70,86,2,"mediu"
"3697","decomandat",125641,2,71,83,2,"mediu"
"3698","decomandat",79900,3,102,125,2,"mediu"
"3699","decomandat",46999,2,36,38,1,"mic"
"3700","decomandat",136129,3,99,123,2,"mediu"
"3702","semidecomandat",68500,2,48,55,1,"mediu"
"3703","decomandat",94440,2,67,90,1,"mediu"
"3705","decomandat",152000,3,71,86,1,"mare"
"3706","decomandat",67900,1,40,40,1,"mediu"
"3707","semidecomandat",120000,2,60,70,1,"mediu"
"3708","decomandat",58500,2,58,70,1,"mic"
"3709","decomandat",500000,4,122,145,3,"mare"
"3710","decomandat",195000,3,86,102,2,"mare"
"3711","semidecomandat",167765,2,75,94,2,"mare"
"3712","semidecomandat",167000,2,75,75,1,"mare"
"3713","decomandat",126900,2,59,75,1,"mediu"
"3714","semidecomandat",64800,2,51,55,1,"mic"
"3715","decomandat",127000,2,58,65,1,"mediu"
"3716","semidecomandat",87000,2,53,60,1,"mediu"
"3717","decomandat",102000,4,110,120,2,"mediu"
"3718","decomandat",33900,1,28,31,1,"mic"
"3719","decomandat",599900,5,168,310,3,"mare"
"3720","decomandat",89000,3,120,135,1,"mediu"
"3721","semidecomandat",83900,2,53,61,1,"mediu"
"3722","semidecomandat",32500,2,34,40,1,"mic"
"3723","semidecomandat",92000,3,65,75,2,"mediu"
"3724","decomandat",48000,1,30,30,1,"mic"
"3725","semidecomandat",53000,2,45,47,1,"mic"
"3726","decomandat",43860,1,40,44,1,"mic"
"3727","decomandat",230000,4,121,136,2,"mare"
"3729","decomandat",56000,1,35,43,1,"mic"
"3730","semidecomandat",73888,3,64,68,1,"mediu"
"3733","decomandat",159900,4,150,180,2,"mare"
"3734","",40000,2,40,44,1,"mic"
"3735","semidecomandat",62500,2,54,65,1,"mic"
"3736","decomandat",89900,2,52,70,1,"mediu"
"3737","decomandat",65200,1,38,41,1,"mediu"
"3738","decomandat",260000,4,133,153,2,"mare"
"3739","decomandat",127900,3,70,99,2,"mediu"
"3740","decomandat",165000,3,71,85,2,"mare"
"3741","decomandat",199000,3,88,111,2,"mare"
"3742","decomandat",118900,3,80,95,2,"mediu"
"3743","decomandat",175000,3,91,107,2,"mare"
"3745","decomandat",67800,2,71,79,1,"mediu"
"3746","semidecomandat",86000,3,94,100,2,"mediu"
"3747","decomandat",32000,1,32,37,1,"mic"
"3748","decomandat",41400,1,36,39,1,"mic"
"3749","decomandat",39200,2,43,47,1,"mic"
"3750","decomandat",198000,4,110,175,2,"mare"
"3751","",480000,3,145,180,2,"mare"
"3752","decomandat",275000,3,125,160,2,"mare"
"3753","semidecomandat",79500,2,40,43,1,"mediu"
"3754","decomandat",225000,3,102,115,2,"mare"
"3756","semidecomandat",63500,2,51,60,1,"mic"
"3757","decomandat",105000,3,72,77,2,"mediu"
"3758","semidecomandat",240000,3,85,115,1,"mare"
"3759","decomandat",47475,2,56,56,1,"mic"
"3763","semidecomandat",86900,3,106,114,2,"mediu"
"3764","decomandat",73500,4,81,90,2,"mediu"
"3765","decomandat",365000,4,121,174,3,"mare"
"3767","semidecomandat",309999,3,180,230,3,"mare"
"3768","decomandat",155000,2,67,85,1,"mare"
"3769","decomandat",50000,1,38,54,1,"mic"
"3771","decomandat",150000,4,77,95,2,"mare"
"3772","decomandat",91620,2,55,70,1,"mediu"
"3773","semidecomandat",62500,2,53,63,1,"mic"
"3774","decomandat",250000,6,108,210,3,"mare"
"3775","decomandat",120000,3,174,194,2,"mediu"
"3776","decomandat",71900,3,71,85,2,"mediu"
"3777","decomandat",495000,3,117,241,2,"mare"
"3779","semidecomandat",110000,3,65,75,2,"mediu"
"3780","decomandat",99000,3,75,85,1,"mediu"
"3781","decomandat",217782,3,95,117,2,"mare"
"3782","decomandat",76900,2,45,65,1,"mediu"
"3783","semidecomandat",169000,3,83,105,2,"mare"
"3785","decomandat",350000,3,92,140,2,"mare"
"3786","decomandat",450000,4,192,223,4,"mare"
"3787","semidecomandat",308850,4,188,270,2,"mare"
"3788","decomandat",59500,2,66,80,1,"mic"
"3789","decomandat",259000,3,112,173,2,"mare"
"3790","decomandat",52000,1,38,41,1,"mic"
"3791","decomandat",150000,4,105,110,2,"mare"
"3792","decomandat",107000,3,74,89,2,"mediu"
"3793","semidecomandat",53000,1,33,38,1,"mic"
"3795","decomandat",163000,2,60,82,1,"mare"
"3796","decomandat",87000,2,54,70,1,"mediu"
"3797","decomandat",48160,2,55,65,1,"mic"
"3798","decomandat",260000,4,151,181,2,"mare"
"3799","decomandat",290000,5,171,250,2,"mare"
"3800","decomandat",92000,3,87,97,1,"mediu"
"3801","decomandat",135000,4,100,130,2,"mediu"
"3802","semidecomandat",77000,2,54,60,1,"mediu"
"3804","decomandat",280000,4,134,169,3,"mare"
"3805","semidecomandat",173950,3,84,105,2,"mare"
"3806","",152000,3,82,89,2,"mare"
"3807","nedecomandat",98000,4,127,142,2,"mediu"
"3808","semidecomandat",205000,2,50,60,2,"mare"
"3809","decomandat",73500,2,64,76,1,"mediu"
"3810","decomandat",213797,3,83,105,2,"mare"
"3811","semidecomandat",61000,2,45,62,1,"mic"
"3812","decomandat",214839,3,101,123,2,"mare"
"3813","decomandat",97500,2,89,99,2,"mediu"
"3814","semidecomandat",69900,3,60,69,1,"mediu"
"3815","decomandat",57500,2,54,58,1,"mic"
"3816","decomandat",48000,1,40,50,1,"mic"
"3817","decomandat",360000,4,137,189,4,"mare"
"3818","decomandat",147000,2,75,85,1,"mare"
"3820","semidecomandat",140000,2,66,66,2,"mediu"
"3821","decomandat",61600,2,45,70,1,"mic"
"3823","decomandat",169000,2,85,95,1,"mare"
"3824","decomandat",95000,3,75,87,2,"mediu"
"3825","",80686,2,50,68,1,"mediu"
"3826","decomandat",74900,3,70,81,2,"mediu"
"3827","decomandat",47900,2,53,62,1,"mic"
"3828","decomandat",138000,3,100,110,2,"mediu"
"3830","decomandat",243000,4,185,259,2,"mare"
"3831","decomandat",748800,5,207,230,4,"mare"
"3832","decomandat",220000,3,90,107,2,"mare"
"3833","decomandat",349000,4,169,210,3,"mare"
"3835","decomandat",219000,3,85,140,2,"mare"
"3837","semidecomandat",95000,3,90,100,2,"mediu"
"3838","decomandat",89000,3,68,72,2,"mediu"
"3840","decomandat",152924,2,58,70,1,"mare"
"3842","decomandat",155900,2,71,80,1,"mare"
"3843","decomandat",155000,3,77,115,2,"mare"
"3844","decomandat",90200,2,58,63,1,"mediu"
"3845","decomandat",68000,2,65,70,1,"mediu"
"3846","decomandat",133000,3,66,75,1,"mediu"
"3847","decomandat",299888,3,128,171,3,"mare"
"3848","decomandat",57750,2,52,62,1,"mic"
"3849","semidecomandat",257000,3,99,106,2,"mare"
"3850","decomandat",65000,2,37,42,1,"mediu"
"3851","decomandat",72500,2,62,74,1,"mediu"
"3852","decomandat",89900,2,56,62,1,"mediu"
"3853","semidecomandat",85000,2,50,60,1,"mediu"
"3854","semidecomandat",160000,3,64,78,2,"mare"
"3856","decomandat",83000,3,70,80,2,"mediu"
"3858","decomandat",58000,3,63,70,1,"mic"
"3859","semidecomandat",92900,3,75,100,3,"mediu"
"3860","decomandat",95000,3,63,63,1,"mediu"
"3861","semidecomandat",39500,1,32,42,1,"mic"
"3862","decomandat",39000,1,39,48,1,"mic"
"3863","decomandat",216700,3,84,108,2,"mare"
"3864","decomandat",65000,3,72,72,1,"mediu"
"3865","decomandat",245000,3,111,128,2,"mare"
"3867","decomandat",53520,2,52,63,1,"mic"
"3868","semidecomandat",65000,2,52,62,1,"mediu"
"3869","decomandat",40000,1,29,33,1,"mic"
"3870","semidecomandat",65900,2,53,64,1,"mediu"
"3872","circular",77000,3,63,70,1,"mediu"
"3874","",155000,3,88,106,2,"mare"
"3875","decomandat",235000,4,90,95,2,"mare"
"3876","decomandat",94900,2,50,63,1,"mediu"
"3877","decomandat",139999,3,127,145,2,"mediu"
"3878","decomandat",150000,3,73,88,2,"mare"
"3879","decomandat",50000,1,35,36,1,"mic"
"3880","decomandat",89900,3,78,86,2,"mediu"
"3881","circular",850000,6,408,560,3,"mare"
"3882","decomandat",81000,2,59,71,1,"mediu"
"3883","decomandat",114500,3,90,100,2,"mediu"
"3884","semidecomandat",172350,3,77,87,2,"mare"
"3885","decomandat",105000,2,49,58,1,"mediu"
"3886","decomandat",134900,3,89,115,2,"mediu"
"3887","semidecomandat",82900,2,51,55,1,"mediu"
"3888","decomandat",59900,2,63,76,2,"mic"
"3890","decomandat",51850,2,58,72,1,"mic"
"3891","decomandat",116685,3,72,89,2,"mediu"
"3892","decomandat",54500,2,55,65,1,"mic"
"3893","decomandat",161000,3,70,85,1,"mare"
"3894","decomandat",144000,3,77,91,2,"mare"
"3895","semidecomandat",105000,3,97,110,2,"mediu"
"3896","decomandat",135000,3,79,91,2,"mediu"
"3897","decomandat",59900,2,56,69,1,"mic"
"3898","decomandat",118000,3,80,80,2,"mediu"
"3899","decomandat",120000,3,70,82,1,"mediu"
"3902","decomandat",125000,3,72,90,1,"mediu"
"3903","decomandat",77000,2,52,65,1,"mediu"
"3904","semidecomandat",167000,3,104,120,2,"mare"
"3905","",48500,1,28,31,1,"mic"
"3906","semidecomandat",108000,4,85,88,2,"mediu"
"3907","semidecomandat",67800,2,58,64,1,"mediu"
"3908","semidecomandat",96000,4,98,107,2,"mediu"
"3909","decomandat",285000,2,70,82,1,"mare"
"3910","decomandat",75500,2,54,60,1,"mediu"
"3911","decomandat",102000,2,58,58,1,"mediu"
"3912","semidecomandat",82500,2,58,65,1,"mediu"
"3914","decomandat",98000,2,62,65,1,"mediu"
"3916","decomandat",73900,3,68,79,2,"mediu"
"3917","decomandat",45500,2,37,45,1,"mic"
"3919","decomandat",71500,2,59,65,1,"mediu"
"3920","decomandat",68000,2,68,78,1,"mediu"
"3921","decomandat",63500,3,70,82,2,"mic"
"3922","decomandat",97000,4,87,95,2,"mediu"
"3923","decomandat",56200,2,57,68,1,"mic"
"3924","decomandat",57000,2,51,71,1,"mic"
"3925","decomandat",129900,2,73,90,1,"mediu"
"3926","decomandat",93000,2,65,70,2,"mediu"
"3927","semidecomandat",99000,3,66,70,1,"mediu"
"3928","",230000,3,140,150,1,"mare"
"3929","decomandat",164000,3,75,96,1,"mare"
"3930","decomandat",390001,3,95,111,3,"mare"
"3931","decomandat",59999,3,55,58,1,"mic"
"3932","decomandat",81330,2,74,89,1,"mediu"
"3933","decomandat",185000,3,78,120,2,"mare"
"3934","decomandat",129300,2,51,72,1,"mediu"
"3935","nedecomandat",33500,2,37,40,1,"mic"
"3937","decomandat",68985,2,61,72,1,"mediu"
"3938","nedecomandat",51000,1,32,35,1,"mic"
"3939","decomandat",345000,12,345,385,4,"mare"
"3942","decomandat",220000,3,123,150,2,"mare"
"3943","decomandat",113000,3,69,75,1,"mediu"
"3944","decomandat",60500,2,49,58,1,"mic"
"3945","semidecomandat",37222,2,55,63,1,"mic"
"3946","decomandat",225000,4,115,135,2,"mare"
"3947","decomandat",46500,1,36,37,1,"mic"
"3948","semidecomandat",91000,2,50,61,1,"mediu"
"3949","decomandat",46920,1,43,47,1,"mic"
"3950","decomandat",82743,2,57,64,1,"mediu"
"3951","decomandat",221000,3,172,222,2,"mare"
"3952","semidecomandat",95000,4,90,100,2,"mediu"
"3954","semidecomandat",78500,2,56,72,1,"mediu"
"3955","decomandat",75900,2,60,65,1,"mediu"
"3956","decomandat",57143,2,59,70,1,"mic"
"3957","decomandat",320000,4,153,268,2,"mare"
"3958","decomandat",68100,2,51,61,1,"mediu"
"3959","decomandat",149000,2,66,86,1,"mare"
"3960","decomandat",71000,3,65,70,1,"mediu"
"3961","decomandat",81500,3,71,76,2,"mediu"
"3962","",55650,2,53,58,1,"mic"
"3963","decomandat",79520,3,80,99,2,"mediu"
"3965","semidecomandat",105000,2,43,71,1,"mediu"
"3966","semidecomandat",45000,2,44,56,1,"mic"
"3967","decomandat",128000,2,55,62,1,"mediu"
"3968","decomandat",66500,2,56,66,1,"mediu"
"3969","decomandat",61900,3,70,77,2,"mic"
"3970","decomandat",84000,3,71,90,2,"mediu"
"3971","semidecomandat",49000,2,47,47,1,"mic"
"3972","decomandat",68000,2,59,69,1,"mediu"
"3973","decomandat",68600,2,42,68,1,"mediu"
"3974","decomandat",67900,3,62,71,1,"mediu"
"3975","decomandat",230000,3,127,140,1,"mare"
"3976","semidecomandat",178500,2,65,74,1,"mare"
"3977","decomandat",70000,2,52,59,1,"mediu"
"3979","decomandat",129000,3,85,102,2,"mediu"
"3980","decomandat",128000,4,91,100,2,"mediu"
"3981","decomandat",95586,2,66,74,1,"mediu"
"3982","decomandat",272090,4,135,160,2,"mare"
"3983","decomandat",195000,3,123,123,2,"mare"
"3984","semidecomandat",48000,2,50,50,1,"mic"
"3985","semidecomandat",88500,3,66,66,1,"mediu"
"3986","semidecomandat",112000,2,54,54,1,"mediu"
"3987","semidecomandat",75000,3,60,66,2,"mediu"
"3988","decomandat",85000,3,70,70,1,"mediu"
"3989","semidecomandat",42500,1,33,34,1,"mic"
"3990","decomandat",740000,5,185,195,4,"mare"
"3991","decomandat",64500,2,60,63,1,"mic"
"3992","semidecomandat",66900,3,69,88,1,"mediu"
"3993","decomandat",39500,1,33,33,1,"mic"
"3994","decomandat",76000,3,86,100,2,"mediu"
"3995","semidecomandat",40000,2,40,46,1,"mic"
"3996","semidecomandat",285000,4,127,188,3,"mare"
"3997","semidecomandat",84800,2,48,57,1,"mediu"
"3998","decomandat",58140,2,51,56,1,"mic"
"4000","decomandat",40000,2,36,38,1,"mic"
"4001","decomandat",85000,3,76,79,2,"mediu"
"4002","decomandat",58767,2,61,67,1,"mic"
"4003","semidecomandat",99000,3,61,75,2,"mediu"
"4004","decomandat",54999,1,28,32,1,"mic"
"4005","decomandat",85700,2,60,60,1,"mediu"
"4006","decomandat",34500,1,30,36,1,"mic"
"4007","semidecomandat",19000,1,15,20,1,"mic"
"4008","decomandat",184000,2,87,115,1,"mare"
"4009","semidecomandat",96900,3,85,100,3,"mediu"
"4012","decomandat",62500,2,57,68,1,"mic"
"4013","semidecomandat",53500,2,54,68,1,"mic"
"4015","decomandat",170000,3,106,111,2,"mare"
"4016","decomandat",99000,3,75,90,2,"mediu"
"4017","decomandat",76000,3,85,95,2,"mediu"
"4018","",165000,3,71,84,2,"mare"
"4019","decomandat",69900,2,70,80,1,"mediu"
"4020","decomandat",65000,2,59,70,1,"mediu"
"4021","semidecomandat",99000,3,63,76,1,"mediu"
"4022","semidecomandat",309000,4,120,170,2,"mare"
"4023","semidecomandat",67000,2,46,57,1,"mediu"
"4024","semidecomandat",109998,4,112,150,3,"mediu"
"4025","decomandat",117000,3,227,227,2,"mediu"
"4026","decomandat",95000,2,58,61,1,"mediu"
"4027","decomandat",156000,3,89,106,2,"mare"
"4028","decomandat",87257,2,61,68,1,"mediu"
"4029","decomandat",123000,2,55,65,1,"mediu"
"4030","decomandat",179900,3,140,160,2,"mare"
"4032","semidecomandat",110000,3,85,97,2,"mediu"
"4033","decomandat",154000,3,120,138,1,"mare"
"4034","decomandat",54968,2,52,57,1,"mic"
"4035","semidecomandat",327999,3,132,180,3,"mare"
"4036","semidecomandat",99700,2,77,85,1,"mediu"
"4039","semidecomandat",59500,2,46,50,1,"mic"
"4040","decomandat",67500,2,60,72,1,"mediu"
"4041","decomandat",672000,4,155,185,3,"mare"
"4043","decomandat",135000,3,75,85,2,"mediu"
"4044","decomandat",67400,2,45,56,1,"mediu"
"4045","decomandat",138000,3,91,114,1,"mediu"
"4046","decomandat",135500,4,110,125,2,"mediu"
"4048","decomandat",52000,2,50,60,1,"mic"
"4049","decomandat",94000,2,56,79,1,"mediu"
"4050","semidecomandat",42000,1,32,40,1,"mic"
"4051","decomandat",107000,3,80,90,2,"mediu"
"4052","decomandat",55000,3,68,72,1,"mic"
"4054","decomandat",82500,2,74,80,1,"mediu"
"4055","decomandat",73000,2,59,83,1,"mediu"
"4056","decomandat",42000,2,39,39,1,"mic"
"4057","semidecomandat",34500,2,36,45,1,"mic"
"4058","decomandat",162000,3,62,74,1,"mare"
"4059","decomandat",42900,1,58,66,1,"mic"
"4060","semidecomandat",75000,2,54,59,1,"mediu"
"4061","decomandat",67000,2,51,54,1,"mediu"
"4062","decomandat",166000,2,68,73,1,"mare"
"4063","decomandat",133000,3,104,116,2,"mediu"
"4064","decomandat",88000,1,45,48,1,"mediu"
"4065","decomandat",49900,2,54,65,1,"mic"
"4066","decomandat",87000,2,47,63,1,"mediu"
"4067","decomandat",139000,3,78,84,2,"mediu"
"4069","decomandat",105000,4,80,90,2,"mediu"
"4070","decomandat",53450,2,49,54,1,"mic"
"4072","decomandat",103000,2,57,67,1,"mediu"
"4073","decomandat",195000,6,300,350,1,"mare"
"4074","decomandat",89500,2,52,99,1,"mediu"
"4075","decomandat",165000,3,86,86,2,"mare"
"4076","semidecomandat",68570,2,62,75,1,"mediu"
"4079","decomandat",319000,3,93,230,2,"mare"
"4080","decomandat",77000,2,50,60,1,"mediu"
"4081","decomandat",83000,4,82,90,2,"mediu"
"4084","decomandat",163300,3,85,104,2,"mare"
"4085","semidecomandat",149000,3,72,95,2,"mare"
"4086","decomandat",86060,2,66,66,1,"mediu"
"4087","decomandat",120000,3,85,105,2,"mediu"
"4088","decomandat",158000,4,78,109,2,"mare"
"4089","decomandat",74500,3,71,85,2,"mediu"
"4090","decomandat",147000,4,85,100,2,"mare"
"4091","decomandat",250000,2,48,60,1,"mare"
"4092","decomandat",60795,2,57,62,1,"mic"
"4093","decomandat",56999,1,40,44,1,"mic"
"4097","decomandat",94440,2,68,78,1,"mediu"
"4098","semidecomandat",81500,3,71,77,2,"mediu"
"4099","semidecomandat",75500,3,72,76,1,"mediu"
"4100","decomandat",90000,2,53,87,1,"mediu"
"4101","decomandat",298000,3,103,119,2,"mare"
"4103","semidecomandat",66000,4,62,66,2,"mediu"
"4106","decomandat",59520,2,47,54,1,"mic"
"4107","semidecomandat",67000,2,52,52,1,"mediu"
"4108","semidecomandat",76000,3,65,67,1,"mediu"
"4109","semidecomandat",74000,2,37,46,1,"mediu"
"4110","decomandat",83900,3,78,86,1,"mediu"
"4111","decomandat",95000,3,80,92,2,"mediu"
"4112","decomandat",690000,4,165,273,3,"mare"
"4113","decomandat",62000,2,48,60,1,"mic"
"4114","decomandat",57400,2,60,70,1,"mic"
"4115","decomandat",75999,2,59,64,1,"mediu"
"4116","decomandat",73900,3,76,91,2,"mediu"
"4117","",125000,2,63,68,1,"mediu"
"4118","decomandat",60760,2,64,79,1,"mic"
"4119","decomandat",97000,2,51,59,1,"mediu"
"4120","decomandat",45000,1,33,43,1,"mic"
"4121","decomandat",45000,2,57,65,1,"mic"
"4122","decomandat",379000,3,123,153,2,"mare"
"4123","decomandat",185000,3,84,95,2,"mare"
"4124","semidecomandat",190000,3,93,100,2,"mare"
"4126","decomandat",281500,3,116,140,3,"mare"
"4127","decomandat",64990,2,54,60,1,"mic"
"4128","decomandat",62000,2,62,78,1,"mic"
"4129","decomandat",52000,2,54,70,1,"mic"
"4130","decomandat",450000,4,129,167,4,"mare"
"4132","semidecomandat",162000,3,73,88,2,"mare"
"4133","decomandat",104000,2,65,79,1,"mediu"
"4134","semidecomandat",89000,3,60,63,1,"mediu"
"4135","semidecomandat",450000,5,159,232,2,"mare"
"4136","semidecomandat",179000,3,93,130,2,"mare"
"4137","semidecomandat",141000,2,60,72,1,"mediu"
"4138","decomandat",99500,2,66,75,1,"mediu"
"4139","",290000,4,165,200,3,"mare"
"4140","decomandat",121874,2,47,66,1,"mediu"
"4141","semidecomandat",129000,2,50,68,1,"mediu"
"4142","decomandat",209000,3,62,86,1,"mare"
"4144","semidecomandat",85000,2,45,47,1,"mediu"
"4145","semidecomandat",36500,2,42,50,1,"mic"
"4146","decomandat",145000,3,88,97,2,"mare"
"4147","decomandat",162425,3,91,108,2,"mare"
"4148","",85000,3,84,95,2,"mediu"
"4149","decomandat",71400,3,69,77,2,"mediu"
"4150","semidecomandat",197200,3,92,140,2,"mare"
"4151","decomandat",48110,2,34,48,1,"mic"
"4152","decomandat",50000,2,51,78,1,"mic"
"4154","decomandat",91500,2,58,63,1,"mediu"
"4155","decomandat",77000,3,82,97,1,"mediu"
"4156","semidecomandat",72000,3,63,63,1,"mediu"
"4158","circular",65000,3,59,65,1,"mediu"
"4159","decomandat",47500,1,38,38,1,"mic"
"4160","decomandat",79605,2,59,72,1,"mediu"
"4162","",63000,3,59,67,1,"mic"
"4163","decomandat",74900,2,54,70,1,"mediu"
"4164","decomandat",74500,2,75,96,2,"mediu"
"4165","decomandat",56040,2,52,62,1,"mic"
"4166","decomandat",850000,4,175,214,3,"mare"
"4167","semidecomandat",57000,3,60,64,1,"mic"
"4168","decomandat",47619,2,57,64,1,"mic"
"4169","semidecomandat",74900,2,68,68,1,"mediu"
"4170","decomandat",370000,3,115,165,2,"mare"
"4171","decomandat",67500,3,65,73,1,"mediu"
"4172","decomandat",483000,4,174,225,2,"mare"
"4173","decomandat",49000,2,52,55,1,"mic"
"4174","decomandat",365000,4,150,180,2,"mare"
"4175","",85000,2,61,74,1,"mediu"
"4176","decomandat",56500,2,48,64,1,"mic"
"4177","semidecomandat",75000,2,50,52,1,"mediu"
"4178","semidecomandat",132500,4,85,95,2,"mediu"
"4179","decomandat",210000,3,149,171,3,"mare"
"4181","decomandat",125000,3,70,85,2,"mediu"
"4182","decomandat",257810,4,127,151,2,"mare"
"4183","decomandat",80000,2,59,66,1,"mediu"
"4184","semidecomandat",150000,3,79,84,2,"mare"
"4185","decomandat",50000,1,36,44,1,"mic"
"4187","semidecomandat",227200,4,108,128,3,"mare"
"4188","decomandat",37900,1,37,48,1,"mic"
"4189","decomandat",56000,2,53,64,1,"mic"
"4190","decomandat",138600,2,59,67,1,"mediu"
"4191","semidecomandat",63000,2,50,55,1,"mic"
"4192","decomandat",330000,3,180,250,3,"mare"
"4194","decomandat",105000,2,54,65,1,"mediu"
"4195","semidecomandat",62000,2,45,52,1,"mic"
"4196","semidecomandat",83500,3,66,79,2,"mediu"
"4198","decomandat",99000,2,48,53,2,"mediu"
"4200","decomandat",129900,2,55,70,1,"mediu"
"4201","",77000,2,44,52,1,"mediu"
"4202","semidecomandat",88000,3,68,73,1,"mediu"
"4203","semidecomandat",135000,3,66,90,2,"mediu"
"4204","decomandat",58199,2,61,66,1,"mic"
"4205","decomandat",799000,5,247,421,3,"mare"
"4207","decomandat",85000,3,66,69,1,"mediu"
"4208","decomandat",129000,3,100,116,2,"mediu"
"4212","decomandat",49000,2,53,61,1,"mic"
"4214","decomandat",65000,2,54,64,1,"mediu"
"4215","decomandat",85000,2,40,47,1,"mediu"
"4216","nedecomandat",40400,2,39,47,1,"mic"
"4218","",106000,2,59,65,1,"mediu"
"4219","semidecomandat",36540,2,42,50,1,"mic"
"4221","decomandat",129900,3,69,76,1,"mediu"
"4222","decomandat",41500,1,32,38,1,"mic"
"4223","decomandat",85000,2,69,80,1,"mediu"
"4224","decomandat",53000,2,65,66,1,"mic"
