"","partitioning","price","rooms_count","useful_surface","built_surface","bathrooms_count","price_range"
"4225","semidecomandat",128000,3,70,90,2,"mediu"
"4226","semidecomandat",158000,3,86,100,2,"mare"
"4227","decomandat",91000,3,81,95,1,"mediu"
"4228","decomandat",99000,3,66,98,2,"mediu"
"4229","decomandat",55500,2,54,64,1,"mic"
"4230","semidecomandat",148000,3,69,83,2,"mare"
"4231","semidecomandat",145000,3,93,114,1,"mare"
"4233","decomandat",228000,4,120,154,3,"mare"
"4234","semidecomandat",88000,2,55,65,1,"mediu"
"4235","decomandat",75000,3,64,75,2,"mediu"
"4236","decomandat",40404,2,39,45,1,"mic"
"4237","semidecomandat",75000,2,55,60,1,"mediu"
"4238","decomandat",189938,5,123,152,2,"mare"
"4239","decomandat",140000,3,75,80,1,"mediu"
"4240","decomandat",53000,1,30,31,1,"mic"
"4241","decomandat",249000,3,87,100,2,"mare"
"4242","decomandat",300400,5,185,200,3,"mare"
"4243","semidecomandat",68000,2,45,50,1,"mediu"
"4244","decomandat",58767,2,61,67,1,"mic"
"4245","decomandat",200000,3,90,100,2,"mare"
"4246","semidecomandat",118000,4,80,96,2,"mediu"
"4247","semidecomandat",118000,4,123,135,2,"mediu"
"4248","decomandat",48300,1,43,47,1,"mic"
"4249","decomandat",590000,6,212,268,5,"mare"
"4251","decomandat",69000,3,68,68,1,"mediu"
"4252","decomandat",235000,4,95,115,2,"mare"
"4253","semidecomandat",119700,3,105,155,2,"mediu"
"4254","semidecomandat",110000,3,70,77,1,"mediu"
"4255","semidecomandat",72000,3,69,69,1,"mediu"
"4258","decomandat",48857,2,57,69,1,"mic"
"4259","semidecomandat",42000,1,30,33,1,"mic"
"4260","decomandat",75500,3,70,75,1,"mediu"
"4261","decomandat",67000,2,49,55,1,"mediu"
"4263","decomandat",33000,1,32,45,1,"mic"
"4264","decomandat",225575,4,107,140,2,"mare"
"4265","decomandat",114298,2,56,72,1,"mediu"
"4266","decomandat",538000,4,123,152,3,"mare"
"4267","decomandat",73000,2,55,55,1,"mediu"
"4268","decomandat",145000,3,84,103,2,"mare"
"4269","semidecomandat",38000,1,43,43,1,"mic"
"4270","decomandat",126000,2,61,64,1,"mediu"
"4271","semidecomandat",131000,2,54,60,1,"mediu"
"4272","decomandat",64762,2,50,65,1,"mic"
"4273","semidecomandat",66000,3,67,72,1,"mediu"
"4274","decomandat",62000,2,65,77,1,"mic"
"4275","semidecomandat",87000,2,36,41,1,"mediu"
"4276","decomandat",75000,2,56,65,1,"mediu"
"4277","semidecomandat",67000,2,52,52,1,"mediu"
"4278","decomandat",60000,3,63,71,1,"mic"
"4279","decomandat",89000,1,42,50,1,"mediu"
"4280","semidecomandat",60000,1,30,35,1,"mic"
"4281","decomandat",78000,2,75,90,1,"mediu"
"4282","decomandat",61900,2,56,58,1,"mic"
"4283","decomandat",47970,2,53,59,1,"mic"
"4284","semidecomandat",70000,2,54,54,1,"mediu"
"4285","semidecomandat",135000,2,46,55,1,"mediu"
"4286","decomandat",189794,3,116,136,2,"mare"
"4287","semidecomandat",83900,4,78,85,2,"mediu"
"4288","decomandat",145000,3,78,149,2,"mare"
"4289","decomandat",62000,2,51,56,1,"mic"
"4290","decomandat",350000,4,153,170,2,"mare"
"4291","decomandat",62000,2,56,60,1,"mic"
"4292","decomandat",85050,3,73,88,2,"mediu"
"4293","decomandat",280000,3,97,100,1,"mare"
"4294","semidecomandat",46000,1,40,47,1,"mic"
"4295","decomandat",70000,2,49,50,1,"mediu"
"4296","semidecomandat",140000,2,81,90,2,"mediu"
"4297","decomandat",77000,3,80,112,2,"mediu"
"4298","decomandat",188000,3,80,80,1,"mare"
"4300","decomandat",120000,3,63,70,2,"mediu"
"4301","decomandat",115000,2,57,68,1,"mediu"
"4302","semidecomandat",89000,3,61,66,1,"mediu"
"4304","semidecomandat",325000,3,186,223,3,"mare"
"4305","decomandat",60999,2,60,71,1,"mic"
"4307","semidecomandat",178000,3,76,100,2,"mare"
"4308","decomandat",69000,2,47,111,1,"mediu"
"4309","decomandat",152000,2,61,80,1,"mare"
"4310","decomandat",142600,3,82,102,2,"mare"
"4311","decomandat",57500,2,54,64,1,"mic"
"4312","decomandat",78500,2,52,52,1,"mediu"
"4313","decomandat",166000,4,97,115,2,"mare"
"4314","decomandat",247000,4,200,320,4,"mare"
"4315","decomandat",263287,3,102,123,2,"mare"
"4316","decomandat",85000,3,65,80,2,"mediu"
"4317","decomandat",147000,4,92,100,2,"mare"
"4318","decomandat",120000,3,78,82,2,"mediu"
"4319","decomandat",172000,3,85,98,2,"mare"
"4320","",106128,1,43,61,1,"mediu"
"4321","decomandat",25000,1,30,35,1,"mic"
"4323","decomandat",240000,5,125,150,2,"mare"
"4324","decomandat",58328,2,55,59,1,"mic"
"4325","decomandat",32900,1,39,49,1,"mic"
"4326","semidecomandat",43000,1,33,36,1,"mic"
"4328","decomandat",47000,3,63,79,1,"mic"
"4329","decomandat",52900,2,48,54,1,"mic"
"4330","decomandat",65750,2,57,69,1,"mediu"
"4331","decomandat",141000,2,60,70,1,"mediu"
"4332","decomandat",134900,6,182,196,4,"mediu"
"4333","decomandat",75527,3,72,83,2,"mediu"
"4334","decomandat",105000,4,107,123,2,"mediu"
"4335","decomandat",83950,2,54,67,1,"mediu"
"4336","semidecomandat",109300,3,67,89,2,"mediu"
"4337","",78000,1,40,43,1,"mediu"
"4338","semidecomandat",89900,3,74,95,2,"mediu"
"4339","decomandat",549000,5,180,200,2,"mare"
"4340","decomandat",39500,1,31,31,1,"mic"
"4341","decomandat",96000,3,76,88,1,"mediu"
"4342","decomandat",75000,2,52,55,1,"mediu"
"4343","decomandat",53000,2,53,57,1,"mic"
"4344","decomandat",61300,3,77,87,2,"mic"
"4345","decomandat",112500,3,69,75,2,"mediu"
"4346","decomandat",187725,2,63,75,1,"mare"
"4347","decomandat",51500,2,46,48,1,"mic"
"4348","decomandat",81000,3,67,80,2,"mediu"
"4349","semidecomandat",44900,2,42,54,1,"mic"
"4350","decomandat",44500,2,50,55,1,"mic"
"4351","decomandat",68500,2,57,57,1,"mediu"
"4353","semidecomandat",122900,3,70,80,2,"mediu"
"4354","semidecomandat",132500,3,105,105,1,"mediu"
"4355","semidecomandat",32500,1,29,33,1,"mic"
"4356","semidecomandat",115000,3,72,85,2,"mediu"
"4357","decomandat",169999,3,74,82,2,"mare"
"4359","semidecomandat",63300,3,63,69,1,"mic"
"4360","semidecomandat",73000,2,47,47,1,"mediu"
"4361","decomandat",90000,3,61,65,2,"mediu"
"4362","semidecomandat",125900,3,88,106,2,"mediu"
"4363","decomandat",39100,1,40,50,1,"mic"
"4364","semidecomandat",79900,3,60,60,1,"mediu"
"4365","decomandat",350000,4,132,154,3,"mare"
"4366","decomandat",159035,3,72,98,1,"mare"
"4367","semidecomandat",70400,2,46,50,1,"mediu"
"4368","semidecomandat",94000,4,77,82,2,"mediu"
"4369","semidecomandat",77000,2,48,68,1,"mediu"
"4371","decomandat",62000,3,60,64,1,"mic"
"4372","",325000,4,156,185,3,"mare"
"4374","decomandat",89000,3,70,80,2,"mediu"
"4375","decomandat",60000,2,50,63,1,"mic"
"4376","semidecomandat",92500,3,67,67,1,"mediu"
"4377","decomandat",69500,4,80,90,2,"mediu"
"4378","semidecomandat",125000,2,52,59,1,"mediu"
"4379","decomandat",99500,3,85,95,1,"mediu"
"4381","decomandat",53500,2,52,57,1,"mic"
"4382","semidecomandat",269000,4,157,160,2,"mare"
"4383","semidecomandat",82000,2,56,57,1,"mediu"
"4384","semidecomandat",59900,2,59,69,1,"mic"
"4385","decomandat",37000,1,32,32,1,"mic"
"4386","decomandat",209000,4,119,138,3,"mare"
"4387","decomandat",140001,2,45,59,1,"mediu"
"4390","decomandat",58074,2,61,66,1,"mic"
"4391","decomandat",395000,3,137,155,3,"mare"
"4392","decomandat",51500,1,37,38,1,"mic"
"4393","decomandat",61030,2,61,66,1,"mic"
"4394","decomandat",95000,3,102,112,2,"mediu"
"4395","decomandat",97000,3,75,88,2,"mediu"
"4397","semidecomandat",63000,2,52,52,1,"mic"
"4399","decomandat",215000,3,112,135,2,"mare"
"4401","semidecomandat",549980,4,180,220,2,"mare"
"4403","semidecomandat",200000,3,95,95,2,"mare"
"4404","decomandat",73000,3,62,80,1,"mediu"
"4405","semidecomandat",33500,2,36,42,1,"mic"
"4407","decomandat",46500,1,42,50,1,"mic"
"4408","decomandat",700000,4,170,210,2,"mare"
"4409","decomandat",36600,1,48,57,1,"mic"
"4411","decomandat",73900,3,68,79,2,"mediu"
"4412","decomandat",127000,3,82,90,2,"mediu"
"4414","decomandat",280000,3,260,300,2,"mare"
"4415","decomandat",141800,3,78,106,1,"mediu"
"4417","decomandat",97900,2,47,65,1,"mediu"
"4418","decomandat",320000,4,263,302,4,"mare"
"4419","decomandat",450000,5,159,271,2,"mare"
"4420","semidecomandat",44500,1,32,40,1,"mic"
"4421","decomandat",45000,2,52,64,1,"mic"
"4422","decomandat",168500,3,86,106,2,"mare"
"4423","circular",295000,4,212,330,2,"mare"
"4424","decomandat",88000,3,82,96,1,"mediu"
"4425","decomandat",46179,1,43,51,1,"mic"
"4426","decomandat",55500,2,47,60,1,"mic"
"4427","decomandat",112500,2,55,67,2,"mediu"
"4429","decomandat",199900,4,158,178,3,"mare"
"4430","decomandat",72160,3,52,82,1,"mediu"
"4431","decomandat",73000,2,54,60,1,"mediu"
"4432","semidecomandat",60000,2,60,65,1,"mic"
"4434","decomandat",59500,2,50,58,1,"mic"
"4435","decomandat",70000,2,48,58,1,"mediu"
"4436","decomandat",93000,4,80,90,2,"mediu"
"4437","semidecomandat",71000,3,65,69,2,"mediu"
"4438","decomandat",74500,2,67,79,1,"mediu"
"4439","decomandat",95000,4,90,92,2,"mediu"
"4440","decomandat",285000,3,88,110,2,"mare"
"4441","decomandat",54500,2,59,72,1,"mic"
"4444","semidecomandat",185000,4,90,100,2,"mare"
"4445","",135000,3,70,75,2,"mediu"
"4446","decomandat",62600,2,55,69,1,"mic"
"4447","decomandat",690000,4,176,261,3,"mare"
"4448","decomandat",121685,3,75,104,2,"mediu"
"4449","decomandat",65000,1,40,43,1,"mediu"
"4450","decomandat",169000,3,83,83,2,"mare"
"4451","semidecomandat",54233,2,50,55,1,"mic"
"4452","semidecomandat",141900,3,79,94,2,"mediu"
"4453","decomandat",73000,2,53,55,1,"mediu"
"4454","decomandat",525000,4,160,200,3,"mare"
"4455","decomandat",79500,3,69,69,1,"mediu"
"4456","semidecomandat",44900,2,48,50,1,"mic"
"4458","decomandat",108000,2,54,56,1,"mediu"
"4459","semidecomandat",160000,2,53,70,1,"mare"
"4460","decomandat",48500,1,32,35,1,"mic"
"4461","decomandat",52900,2,48,54,1,"mic"
"4462","decomandat",65000,2,62,70,1,"mediu"
"4463","decomandat",57999,3,67,72,1,"mic"
"4465","decomandat",69500,2,57,68,1,"mediu"
"4466","decomandat",150000,3,74,75,1,"mare"
"4467","decomandat",83000,2,78,107,1,"mediu"
"4469","decomandat",47500,1,41,51,1,"mic"
"4470","semidecomandat",110000,3,82,102,2,"mediu"
"4471","decomandat",69500,3,63,66,2,"mediu"
"4472","decomandat",660000,3,193,196,2,"mare"
"4473","semidecomandat",78000,3,60,80,1,"mediu"
"4474","decomandat",48999,2,43,48,1,"mic"
"4475","semidecomandat",85000,3,67,70,1,"mediu"
"4476","decomandat",120000,4,95,110,1,"mediu"
"4477","semidecomandat",95000,2,65,70,1,"mediu"
"4478","decomandat",60999,2,61,66,1,"mic"
"4479","decomandat",647020,5,175,250,4,"mare"
"4481","decomandat",27500,1,30,34,1,"mic"
"4482","decomandat",148000,3,95,98,1,"mare"
"4483","semidecomandat",69000,2,57,65,1,"mediu"
"4484","decomandat",420000,4,130,200,2,"mare"
"4486","decomandat",84000,3,68,77,2,"mediu"
"4488","decomandat",93333,3,85,100,2,"mediu"
"4490","decomandat",85000,2,57,65,1,"mediu"
"4491","decomandat",67500,3,77,89,2,"mediu"
"4492","semidecomandat",64000,3,73,89,2,"mic"
"4493","decomandat",80000,2,46,58,1,"mediu"
"4494","decomandat",200000,4,120,180,2,"mare"
"4495","decomandat",59600,2,51,65,1,"mic"
"4496","decomandat",52500,1,40,40,1,"mic"
"4497","decomandat",90300,2,58,69,1,"mediu"
"4498","semidecomandat",41500,1,25,28,1,"mic"
"4500","semidecomandat",50500,1,31,35,1,"mic"
"4501","decomandat",66000,2,55,55,1,"mediu"
"4502","decomandat",58200,2,54,66,1,"mic"
"4504","decomandat",87000,3,70,74,2,"mediu"
"4505","semidecomandat",82500,2,55,55,1,"mediu"
"4506","semidecomandat",119393,3,84,84,2,"mediu"
"4507","decomandat",70040,1,44,55,1,"mediu"
"4508","decomandat",42000,2,38,40,1,"mic"
"4510","decomandat",550000,4,143,172,2,"mare"
"4511","decomandat",67500,2,66,77,1,"mediu"
"4512","decomandat",65900,3,66,85,2,"mediu"
"4513","decomandat",245900,4,132,150,2,"mare"
"4514","decomandat",159900,4,100,110,2,"mare"
"4515","decomandat",73000,3,70,77,2,"mediu"
"4516","decomandat",41000,1,46,57,1,"mic"
"4518","decomandat",55000,1,35,38,1,"mic"
"4519","decomandat",148000,3,80,102,2,"mare"
"4520","decomandat",89000,2,78,85,1,"mediu"
"4521","decomandat",143000,3,120,130,2,"mare"
"4522","decomandat",154000,2,73,80,1,"mare"
"4523","decomandat",99500,3,89,94,2,"mediu"
"4524","decomandat",258000,3,80,100,2,"mare"
"4525","decomandat",330000,3,112,132,2,"mare"
"4527","decomandat",97500,3,89,100,2,"mediu"
"4528","semidecomandat",52500,2,46,58,1,"mic"
"4530","decomandat",219000,3,154,182,2,"mare"
"4531","decomandat",73900,3,68,79,2,"mediu"
"4532","decomandat",250000,3,73,75,2,"mare"
"4533","decomandat",125000,3,72,90,2,"mediu"
"4534","semidecomandat",999999,4,138,172,3,"mare"
"4535","decomandat",344355,3,82,104,2,"mare"
"4538","semidecomandat",85000,2,58,63,1,"mediu"
"4539","decomandat",40538,1,35,38,1,"mic"
"4540","decomandat",425000,3,104,125,2,"mare"
"4541","decomandat",780000,4,188,240,3,"mare"
"4542","decomandat",67000,2,59,68,1,"mediu"
"4543","decomandat",157000,3,70,85,2,"mare"
"4544","semidecomandat",100000,2,37,39,1,"mediu"
"4545","decomandat",79000,2,50,50,1,"mediu"
"4546","decomandat",92437,3,56,120,1,"mediu"
"4547","decomandat",330000,4,115,130,2,"mare"
"4548","decomandat",71725,3,72,92,2,"mediu"
"4550","semidecomandat",370000,5,147,174,3,"mare"
"4552","decomandat",65900,2,56,60,1,"mediu"
"4553","decomandat",36600,1,33,39,1,"mic"
"4554","decomandat",92900,2,51,55,1,"mediu"
"4555","decomandat",65000,3,62,70,2,"mediu"
"4556","semidecomandat",250000,2,65,90,1,"mare"
"4557","semidecomandat",90000,3,60,60,1,"mediu"
"4558","decomandat",52500,1,37,41,1,"mic"
"4559","decomandat",208998,5,152,190,3,"mare"
"4561","decomandat",67100,2,54,61,1,"mediu"
"4562","",135000,2,56,78,1,"mediu"
"4563","decomandat",63000,3,60,65,1,"mic"
"4564","decomandat",420000,4,152,190,3,"mare"
"4566","decomandat",79000,3,95,106,2,"mediu"
"4567","decomandat",159000,3,100,120,2,"mare"
"4568","decomandat",94000,3,80,106,2,"mediu"
"4569","semidecomandat",123000,3,75,104,2,"mediu"
"4570","decomandat",71900,2,60,66,1,"mediu"
"4571","semidecomandat",114999,2,74,74,1,"mediu"
"4572","semidecomandat",148500,3,65,75,2,"mare"
"4573","decomandat",89000,3,104,125,2,"mediu"
"4575","circular",63500,3,60,60,1,"mic"
"4576","decomandat",118857,3,83,89,2,"mediu"
"4577","semidecomandat",79000,2,55,59,1,"mediu"
"4579","decomandat",48300,1,40,48,1,"mic"
"4580","semidecomandat",85000,3,60,70,1,"mediu"
"4581","semidecomandat",118000,2,49,60,1,"mediu"
"4582","decomandat",459000,3,108,116,2,"mare"
"4584","semidecomandat",99900,4,97,97,2,"mediu"
"4585","decomandat",153500,4,104,115,2,"mare"
"4586","decomandat",111129,3,77,89,2,"mediu"
"4587","decomandat",173999,4,150,240,3,"mare"
"4588","decomandat",53000,2,56,56,1,"mic"
"4589","semidecomandat",76900,2,55,65,2,"mediu"
"4590","semidecomandat",65500,2,48,55,1,"mediu"
"4591","semidecomandat",55000,2,50,50,1,"mic"
"4592","decomandat",195000,3,100,118,2,"mare"
"4594","decomandat",350000,5,200,250,3,"mare"
"4595","circular",61900,1,33,35,1,"mic"
"4596","decomandat",139000,3,89,115,2,"mediu"
"4598","decomandat",75999,2,70,80,1,"mediu"
"4599","decomandat",69000,2,51,60,1,"mediu"
"4600","decomandat",91000,3,85,92,1,"mediu"
"4601","decomandat",154500,5,167,190,3,"mare"
"4603","semidecomandat",173950,3,75,105,2,"mare"
"4604","decomandat",85000,3,68,77,2,"mediu"
"4605","semidecomandat",89000,3,61,70,1,"mediu"
"4606","decomandat",156400,4,136,175,2,"mare"
"4607","semidecomandat",65000,2,53,63,1,"mediu"
"4608","decomandat",105000,4,82,82,2,"mediu"
"4609","semidecomandat",53000,2,36,36,1,"mic"
"4610","decomandat",255000,4,110,165,2,"mare"
"4611","decomandat",69000,3,84,98,2,"mediu"
"4613","",192000,2,68,68,1,"mare"
"4615","semidecomandat",53000,2,45,52,1,"mic"
"4616","semidecomandat",65000,2,50,64,1,"mediu"
"4617","decomandat",155000,3,73,77,2,"mare"
"4618","semidecomandat",363495,3,86,110,2,"mare"
"4619","semidecomandat",55000,1,22,35,1,"mic"
"4620","decomandat",62000,2,60,66,1,"mic"
"4621","decomandat",292600,4,120,146,3,"mare"
"4622","decomandat",69000,2,48,52,1,"mediu"
"4623","semidecomandat",76500,2,66,77,1,"mediu"
"4624","decomandat",78750,3,82,91,2,"mediu"
"4625","decomandat",54000,2,43,45,1,"mic"
"4626","semidecomandat",72000,3,60,78,1,"mediu"
"4627","semidecomandat",55000,2,41,48,1,"mic"
"4628","decomandat",105000,3,73,75,2,"mediu"
"4629","semidecomandat",69000,2,70,80,1,"mediu"
"4632","decomandat",51500,1,42,50,1,"mic"
"4633","decomandat",91000,3,76,76,2,"mediu"
"4635","decomandat",75000,3,77,82,2,"mediu"
"4637","decomandat",750000,5,250,280,4,"mare"
"4638","decomandat",80800,1,38,48,1,"mediu"
"4639","decomandat",119000,2,50,61,2,"mediu"
"4640","decomandat",270000,3,100,115,2,"mare"
"4641","decomandat",52900,2,64,75,1,"mic"
"4642","semidecomandat",118900,2,65,75,1,"mediu"
"4643","decomandat",131300,3,106,149,2,"mediu"
"4644","decomandat",73000,2,53,56,1,"mediu"
"4645","decomandat",50500,2,46,51,1,"mic"
"4646","decomandat",68200,2,72,79,1,"mediu"
"4647","decomandat",70350,2,64,77,1,"mediu"
"4648","decomandat",102000,2,58,70,1,"mediu"
"4649","semidecomandat",83300,3,88,95,2,"mediu"
"4650","decomandat",70000,1,37,40,1,"mediu"
"4651","decomandat",249000,3,139,166,2,"mare"
"4652","semidecomandat",107000,4,82,100,2,"mediu"
"4653","decomandat",68000,2,56,73,1,"mediu"
"4654","decomandat",128000,2,55,74,1,"mediu"
"4655","decomandat",498800,4,182,190,3,"mare"
"4657","decomandat",110000,2,95,103,2,"mediu"
"4658","decomandat",140000,2,58,70,1,"mediu"
"4659","semidecomandat",50500,1,34,50,1,"mic"
"4660","semidecomandat",47500,3,44,50,1,"mic"
"4661","decomandat",295000,3,95,124,1,"mare"
"4662","decomandat",76000,2,65,69,1,"mediu"
"4663","decomandat",27500,1,30,34,1,"mic"
"4664","",80686,2,50,68,1,"mediu"
"4666","semidecomandat",72000,2,50,50,1,"mediu"
"4670","decomandat",65900,3,63,73,2,"mediu"
"4671","decomandat",169000,3,77,125,2,"mare"
"4672","decomandat",127000,2,53,59,1,"mediu"
"4673","semidecomandat",47000,1,40,50,1,"mic"
"4675","decomandat",61500,2,44,55,1,"mic"
"4676","decomandat",118000,4,87,90,2,"mediu"
"4677","semidecomandat",107000,4,83,90,2,"mediu"
"4678","decomandat",230000,4,93,129,2,"mare"
"4679","decomandat",110000,2,51,62,1,"mediu"
"4680","decomandat",70000,2,64,75,1,"mediu"
"4681","decomandat",76499,3,76,90,2,"mediu"
"4683","decomandat",52000,1,36,38,1,"mic"
"4684","semidecomandat",145000,3,74,92,2,"mare"
"4685","decomandat",229000,3,108,128,2,"mare"
"4686","decomandat",56500,2,51,56,1,"mic"
"4687","decomandat",99000,3,71,83,2,"mediu"
"4688","decomandat",130000,3,112,112,2,"mediu"
"4691","semidecomandat",210000,3,105,105,2,"mare"
"4692","decomandat",159650,3,130,185,3,"mare"
"4693","decomandat",81000,2,67,70,1,"mediu"
"4695","semidecomandat",129500,3,87,99,2,"mediu"
"4696","circular",125000,3,70,80,1,"mediu"
"4697","nedecomandat",328000,4,132,318,2,"mare"
"4698","semidecomandat",35500,1,30,30,1,"mic"
"4699","decomandat",43000,1,37,40,1,"mic"
"4700","decomandat",92781,2,63,78,1,"mediu"
"4701","decomandat",52000,1,38,50,1,"mic"
"4702","decomandat",52900,2,48,52,1,"mic"
"4703","decomandat",88900,3,88,123,2,"mediu"
"4704","decomandat",300000,4,172,180,3,"mare"
"4706","decomandat",90000,2,49,58,1,"mediu"
"4707","semidecomandat",70000,1,37,40,1,"mediu"
"4709","decomandat",67900,2,50,53,1,"mediu"
"4710","decomandat",210000,5,154,154,2,"mare"
"4711","semidecomandat",96500,2,66,80,1,"mediu"
"4712","decomandat",53000,2,58,75,1,"mic"
"4713","decomandat",61000,1,39,42,1,"mic"
"4714","decomandat",102000,3,96,100,1,"mediu"
"4715","semidecomandat",55000,2,51,58,1,"mic"
"4716","decomandat",160000,3,96,115,2,"mare"
"4717","decomandat",66900,2,41,63,1,"mediu"
"4718","semidecomandat",60830,1,43,48,1,"mic"
"4719","decomandat",91500,2,61,69,1,"mediu"
"4720","decomandat",40000,2,53,63,1,"mic"
"4721","decomandat",129000,2,45,55,1,"mediu"
"4722","semidecomandat",105000,2,48,49,1,"mediu"
"4723","decomandat",82000,2,52,52,1,"mediu"
"4724","semidecomandat",78000,2,46,50,1,"mediu"
"4725","decomandat",38550,1,36,48,1,"mic"
"4726","decomandat",65000,2,53,53,1,"mediu"
"4728","semidecomandat",116000,3,100,114,2,"mediu"
"4729","decomandat",43000,1,34,40,1,"mic"
"4730","decomandat",500000,3,138,244,3,"mare"
"4731","decomandat",74000,2,58,68,1,"mediu"
"4732","semidecomandat",60500,2,45,50,1,"mic"
"4734","semidecomandat",45900,1,32,42,1,"mic"
"4736","semidecomandat",105000,2,59,64,1,"mediu"
"4738","semidecomandat",60830,1,43,48,1,"mic"
"4739","decomandat",59640,2,56,61,1,"mic"
"4740","decomandat",56900,2,50,55,1,"mic"
"4741","decomandat",110000,3,75,75,1,"mediu"
"4742","decomandat",90000,3,70,74,1,"mediu"
"4743","decomandat",79000,2,46,67,1,"mediu"
"4744","decomandat",85000,2,55,59,1,"mediu"
"4745","decomandat",54800,2,51,57,1,"mic"
"4747","semidecomandat",43000,2,44,56,1,"mic"
"4749","semidecomandat",178992,3,94,115,2,"mare"
"4750","decomandat",65900,3,63,73,2,"mediu"
"4753","semidecomandat",52800,1,32,44,1,"mic"
"4754","decomandat",175000,4,184,200,3,"mare"
"4755","decomandat",44500,1,32,35,1,"mic"
"4756","semidecomandat",46000,1,25,30,1,"mic"
"4757","decomandat",66000,1,46,58,1,"mediu"
"4758","decomandat",42000,2,47,54,1,"mic"
"4759","decomandat",90000,2,49,57,1,"mediu"
"4760","decomandat",195000,3,112,112,2,"mare"
"4761","decomandat",330000,5,186,214,3,"mare"
"4762","decomandat",72000,3,78,95,2,"mediu"
"4763","decomandat",110000,3,88,88,2,"mediu"
"4764","decomandat",74900,2,54,65,1,"mediu"
"4766","decomandat",46000,2,52,53,1,"mic"
"4767","decomandat",49900,2,53,65,1,"mic"
"4768","semidecomandat",174900,3,75,100,2,"mare"
"4769","semidecomandat",125000,3,91,105,2,"mediu"
